"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Bachelor's Programme in Physics – Meteorology"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Computational Science"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Data Science – Machine Learning and Statistics"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Electrical Engineering"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Energy Systems Engineering"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Engineering Physics"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Industrial Engineering and Management"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Molecular Biotechnology Engineering"
"Scientific Computing for Data Analysis",5,"1TD352","Computer Science G2F, Technology G2F","Master's Programme in Sociotechnical Systems Engineering"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Bachelor's Programme in Mathematics"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Computational Science"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Energy Systems Engineering"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Engineering Physics"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Mathematics – Financial Mathematics"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Scientific Computing for Partial Differential Equations",5,"1TD354","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Physics – Geophysics"
"Scientific Computing, Bridging Course",5,"1TD045","Computational Science A1N, Computer Science A1N, Mathematics A1N","Master's Programme in Computational Science"
"Scientific Computing, Bridging Course",5,"1TD045","Computational Science A1N, Computer Science A1N, Mathematics A1N","Master's Programme in Image Analysis and Machine Learning"
"Scientific Computing, Bridging Course",5,"1TD045","Computational Science A1N, Computer Science A1N, Mathematics A1N","Master's Programme in Physics – Geophysics"
"Scientific Methods for Industrial Engineering and Management",10,"1TS352","Technology A1F","Master's Programme in Industrial Engineering and Management"
"Scientific Methods in Wind Power Project Management",10,"1GV153","Wind Power Project Management A1F","Master's Programme in Wind Power Project Management"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Physics – Geophysics"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Physics – Meteorology and Climate Physics"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Physics – Energy Physics"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Scientific Programming in Python with Applications in Physics",5,"1FA453","Computer Science A1N, Physics A1N","Master's Programme in Quantum Technology"
"Scientific Visualisation",5,"1TD389","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Scientific Visualisation",5,"1TD389","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Scientific Visualisation",5,"1TD389","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Computational Science"
"Scientific Visualisation",5,"1TD389","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Scientific Visualisation",5,"1TD389","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Scientific Visualisation",5,"1TD389","Computational Science A1N, Computer Science A1N, Technology A1N","Master's Programme in Engineering Physics"
"Scientific Visualisation",5,"1MD140","Computational Science A1N, Computer Science A1N, Image Analysis and Machine Learning A1N","Master's Programme in Image Analysis and Machine Learning"
"Second Generation Quantum Technology",5,"1FA665","Physics A1F, Quantum Technology A1F, Technology A1F","Master's Programme in Engineering Physics"
"Second Generation Quantum Technology",5,"1FA665","Physics A1F, Quantum Technology A1F, Technology A1F","Master's Programme in Quantum Technology"
"Secure Computer Systems I",5,"1DT072","Computer Science A1N, Technology A1N","Bachelor's Programme in Computer Science"
"Secure Computer Systems I",5,"1DT072","Computer Science A1N, Technology A1N","Master's Programme in Computer Science"
"Secure Computer Systems I",5,"1DT072","Computer Science A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Secure Computer Systems I",5,"1DT072","Computer Science A1N, Technology A1N","Master's Programme in Embedded Systems"
"Secure Computer Systems I",5,"1DT072","Computer Science A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Sedimentology, Stratigraphy and Palaeobiology",10,"1GV206","Earth Science G1F","Bachelor's Programme in Earth Science – Earth Science"
"Seismic Imaging",5,"1GE070","Earth Science A1F, Physics A1F","Master's Programme in Physics – Geophysics"
"Selected Topics in Mathematical Statistics",5,"1MS051","Mathematics A1N","Master's Programme in Mathematics – Financial Mathematics"
"Selected Topics in Mathematical Statistics",5,"1MS051","Mathematics A1N","Master's Programme in Mathematics – Mathematics"
"Selected Topics in Mathematical Statistics",5,"1MS051","Mathematics A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Selected Topics in Mathematics",5,"1MA346","Mathematics G2F","Bachelor's Programme in Mathematics"
"Selected Topics in Mathematics",10,"1MA341","Mathematics G2F","Bachelor's Programme in Mathematics"
"Selected Topics in Mathematics",5,"1MA344","Mathematics A1F","Master's Programme in Mathematics – Financial Mathematics"
"Selected Topics in Mathematics",10,"1MA342","Mathematics A1F","Master's Programme in Mathematics – Financial Mathematics"
"Selected Topics in Mathematics",5,"1MA344","Mathematics A1F","Master's Programme in Mathematics – Mathematics"
"Selected Topics in Mathematics",10,"1MA342","Mathematics A1F","Master's Programme in Mathematics – Mathematics"
"Selected Topics in Mathematics",5,"1MA344","Mathematics A1F","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Selected Topics in Mathematics",10,"1MA342","Mathematics A1F","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Selection of Water and Sanitation System",10,"TE0021 SLU","Technology A1F","Master's Programme in Environmental and Water Engineering"
"Semantics of Programming Languages",5,"1DL311","Computer Science G2F","Bachelor's Programme in Computer Science"
"Semantics of Programming Languages",5,"1DL311","Computer Science G2F","Bachelor's Programme in Mathematics"
"Semantics of Programming Languages",5,"1DL311","Computer Science G2F","Master's Programme in Computer Science"
"Semiconductor Electrochemistry: Solar Cells and Photocatalysis",5,"1FA590","Materials Science A1N, Physics A1N","Master's Programme in Materials Science"
"Semiconductor Electrochemistry: Solar Cells and Photocatalysis",5,"1FA590","Materials Science A1N, Physics A1N","Master's Programme in Physics – Energy Physics"
"Semiconductor Electronics",5,"1TE039","Quantum Technology A1N, Technology A1N","Master's Programme in Electrical Engineering"
"Semiconductor Electronics",5,"1TE039","Quantum Technology A1N, Technology A1N","Master's Programme in Engineering Physics"
"Semiconductor Electronics",5,"1TE039","Quantum Technology A1N, Technology A1N","Master's Programme in Quantum Technology"
"Sensors and Measurement Technology",5,"1TE301","Technology G2F","Bachelor's Programme in Electrical Engineering"
"Sensors and Measurement Technology",5,"1TE301","Technology G2F","Master's Programme in Electrical Engineering"
"Sensors for Electric Vehicles",5,"1EL211","Electrical Engineering A1N","Master's Programme in All-Electric Propulsion Systems"
"Separation and Mass Spectrometry",15,"1KB153","Chemistry A1N","Master's Programme in Chemistry – Analytical Chemistry"
"Sequential Computational Data-Enabled Assimilation and Machine-Learning for Energy Systems",5,"1EL306","Renewable Electricity Production A1F, Technology A1F","Master's Programme in Electrical Engineering"
"Sequential Computational Data-Enabled Assimilation and Machine-Learning for Energy Systems",5,"1EL306","Renewable Electricity Production A1F, Technology A1F","Master's Programme in Renewable Electricity Production"
"Set Theory",5,"1MA031","Mathematics G2F","Bachelor's Programme in Mathematics"
"Several Variable Calculus",10,"1MA016","Mathematics G1F","Master's Programme in Chemical Engineering"
"Several Variable Calculus",10,"1MA016","Mathematics G1F","Master's Programme in Electrical Engineering"
"Several Variable Calculus",10,"1MA016","Mathematics G1F","Master's Programme in Energy Systems Engineering"
"Several Variable Calculus",10,"1MA016","Mathematics G1F","Master's Programme in Engineering Physics"
